,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
132,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 774,1,A A E 636 and declared in Agricultural  Applied Economics,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
133,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 776,3,A A E 772 and declared in Agricultural  Applied Economics,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2021
134,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 777,2,Declared in the Resource and Energy Demand Analysis program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
135,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 780,3,"Declared in Agricultural  Applied Economics, Ph.D.",Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
136,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/POLI SCI  835,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
137,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 875,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
138,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ENVIR ST/POP HLTH/PUB AFFR  881,3,"Graduate/professional standing and (PUB AFFR 818 and 880), or POP HLTH/I SY E  875, or A A E 635",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
139,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/PORTUG/SOC/SPANISH  982,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
140,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
141,College of Agricultural and Life Sciences,Agricultural and Applied Economics,A A E 999,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
142,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 100,4,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
143,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/AGROECOL/C&E SOC/ENTOM/ENVIR ST  103,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
144,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/ENTOM/NUTR SCI  203,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
145,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 299,1,Consent of instructor,,"Yes, unlimited number of completions",Fall 2023
146,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 300,3,AGRONOMY 100 or graduate/professional standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
147,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 302,3,"Junior standing and (DY SCI/AN SCI  101, ZOOLOGY/BIOLOGY  101, ZOOLOGY/BIOLOGY/BOTANY  151, AGRONOMY 100, or BIOCORE 381) or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
148,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT/SOIL SCI  326,3,"(CHEM 103, 109, or 115 and SOIL SCI/ENVIR ST/GEOG  230) or SOIL SCI 301, or graduate/professional standing",Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
149,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  338,3,"(BOTANY/BIOLOGY  130, GENETICS 466, 467, or BIOCORE 381) or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
150,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/BOTANY/HORT  340,3,"(BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, ZOOLOGY/BIOLOGY  102, or BIOCORE 381) and (CHEM 104, 109, or 116), or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
151,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/A A E/NUTR SCI  350,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
152,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  360,2,"ZOOLOGY/BIOLOGY  101, BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  151, BIOCORE 381, GENETICS 466, or GENETICS 467",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
153,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/A A E/HORT/PL PATH  367,3,ENVIR ST/AGROECOL/AGRONOMY/C&E SOC/ENTOM  103 or graduate/professional standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
154,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/BOTANY/SOIL SCI  370,3,"PL PATH/BOTANY  123, BOTANY/BIOLOGY  130, SOIL SCI/ENVIR ST  101, SOIL SCI/ATM OCN  132, ZOOLOGY/BIOLOGY/BOTANY  151, BIOCORE 381, BOTANY 100, or AGRONOMY 100, or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
155,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 375,1,,,"Yes, unlimited number of completions",Fall 2023
156,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  376,2,Junior standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
157,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 377,3,"BOTANY/BIOLOGY/ZOOLOGY  151, BIOLOGY/ZOOLOGY  101, BIOLOGY/BOTANY  130, BIOCORE 381, HORT 120, AGRONOMY 100, ENVIR ST/AGROECOL/AGRONOMY/C&E SOC/ENTOM  103, or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
158,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 399,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Spring 2023
159,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/DY SCI  471,3,(Graduate/professional standing) or junior standing and satisfied Quantitative Reasoning (QR) B requirement,Breadth - Either Biological Science or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
160,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 500,2,Senior standing only,,No,Spring 2023
161,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  501,3,"(GENETICS 466 or 467) and (BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  151, or BIOCORE 381) or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
162,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/ATM OCN/SOIL SCI  532,3,"BIOLOGY/BOTANY  130 and (MATH 211, 217, 221 or 275) and (PHYSICS 103, 201, 207, or 247), or graduate/professional standing",Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
163,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/C&E SOC/MED HIST/PHILOS  565,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
164,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/AN SCI/GENETICS/HORT  615,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
165,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
166,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/AGROECOL/ENVIR ST  724,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
167,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 771,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
168,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 772,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
169,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 799,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
170,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  811,3,Graduate/professional standing and STAT/F&W ECOL/HORT  572,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
171,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/HORT  812,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
172,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 875,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
173,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 920,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
174,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/ATM OCN/BOTANY/ENTOM/ENVIR ST/F&W ECOL/GEOG/ZOOLOGY  953,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
175,College of Agricultural and Life Sciences,Agronomy,AGRONOMY/GENETICS/HORT  957,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
176,College of Agricultural and Life Sciences,Agronomy,AGRONOMY 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
177,College of Agricultural and Life Sciences,Animal Sciences,AN SCI/DY SCI  101,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
178,College of Agricultural and Life Sciences,Animal Sciences,AN SCI/DY SCI  102,1,DY SCI/AN SCI  101 or concurrent enrollment,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
179,College of Agricultural and Life Sciences,Animal Sciences,AN SCI 135,1,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
180,College of Agricultural and Life Sciences,Animal Sciences,AN SCI 200,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
181,College of Agricultural and Life Sciences,Animal Sciences,AN SCI 240,3,,Breadth - Either Biological Science or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2022
182,College of Agricultural and Life Sciences,Animal Sciences,AN SCI 245,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
