,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
2138,College of Letters & Science,History,HISTORY/RELIG ST  205,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2139,College of Letters & Science,History,HISTORY/RELIG ST  208,3,Sophomore standing or 3 credits in HISTORY or RELIG ST,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2140,College of Letters & Science,History,HISTORY/RELIG ST  209,3,Sophomore standing or 3 credits in HISTORY or RELIG ST,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2141,College of Letters & Science,History,HISTORY/JEWISH  219,4,Sophomore standing or 3 credits in HISTORY or JEWISH,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2142,College of Letters & Science,History,HISTORY/JEWISH  220,4,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
2143,College of Letters & Science,History,HISTORY 221,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
2144,College of Letters & Science,History,HISTORY 223,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Summer 2023
2145,College of Letters & Science,History,HISTORY 225,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
2146,College of Letters & Science,History,HISTORY 227,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Summer 2023
2147,College of Letters & Science,History,HISTORY 229,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2148,College of Letters & Science,History,HISTORY/INTL ST/LACIS  242,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
2149,College of Letters & Science,History,HISTORY/LACIS  243,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2150,College of Letters & Science,History,HISTORY/ASIAN/GEOG/POLI SCI/SOC  244,4,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2151,College of Letters & Science,History,HISTORY/CHICLA/GEN&WS  245,3,,Gen Ed - Communication Part B Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
2152,College of Letters & Science,History,HISTORY/ASIAN/ASIAN AM  246,4,,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2153,College of Letters & Science,History,HISTORY/GEOG/POLI SCI/SLAVIC  253,4,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2154,College of Letters & Science,History,HISTORY/GEOG/POLI SCI/SLAVIC  254,4,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2155,College of Letters & Science,History,HISTORY/ASIAN/POLI SCI  255,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2156,College of Letters & Science,History,HISTORY/C&E SOC/POLI SCI/SOC  259,1,Junior or senior standing only,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2157,College of Letters & Science,History,HISTORY/AFROAMER/ANTHRO/C&E SOC/GEOG/LACIS/POLI SCI/SOC/SPANISH  260,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2158,College of Letters & Science,History,HISTORY/LEGAL ST  261,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2159,College of Letters & Science,History,HISTORY/LEGAL ST  262,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2160,College of Letters & Science,History,HISTORY/ANTHRO/ART HIST/DS/LAND ARC  264,4,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2161,College of Letters & Science,History,HISTORY/CHICLA/LACIS/POLI SCI  268,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2020
2162,College of Letters & Science,History,HISTORY 269,3,Sophomore standing or 3 credits in HISTORY,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2163,College of Letters & Science,History,HISTORY 270,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
2164,College of Letters & Science,History,HISTORY 275,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2165,College of Letters & Science,History,HISTORY/AFRICAN/AFROAMER/ANTHRO/GEOG/POLI SCI/SOC  277,4,,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2166,College of Letters & Science,History,HISTORY 278,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
2167,College of Letters & Science,History,HISTORY 283,3,Declared in an Honors program,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),"Yes, unlimited number of completions",Spring 2022
2168,College of Letters & Science,History,HISTORY 300,1,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2169,College of Letters & Science,History,HISTORY 301,1,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,No,Fall 2023
2170,College of Letters & Science,History,HISTORY 302,3,Sophomore standing or 3 credits in HISTORY or HIST SCI,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2022
2171,College of Letters & Science,History,HISTORY 303,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2172,College of Letters & Science,History,HISTORY 306,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2022
2173,College of Letters & Science,History,HISTORY 307,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2174,College of Letters & Science,History,HISTORY/ASIAN/RELIG ST  308,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2175,College of Letters & Science,History,HISTORY/MEDIEVAL/RELIG ST  309,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2176,College of Letters & Science,History,HISTORY/JEWISH  310,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
2177,College of Letters & Science,History,HISTORY/ASIAN  319,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2178,College of Letters & Science,History,HISTORY/AFROAMER  321,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2179,College of Letters & Science,History,HISTORY/HIST SCI  323,3,Junior standing or (graduate/professional standing and concurrent enrollment in HIST SCI 623),Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
2180,College of Letters & Science,History,HISTORY/ENVIR ST  328,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2181,College of Letters & Science,History,HISTORY 329,4,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2182,College of Letters & Science,History,HISTORY/INTL ST  332,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2183,College of Letters & Science,History,HISTORY/ASIAN  335,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
2184,College of Letters & Science,History,HISTORY 336,3,"Sophomore standing or 3 credits in HISTORY,  ECON, or POLI SCI",Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2185,College of Letters & Science,History,HISTORY/ASIAN  337,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2186,College of Letters & Science,History,HISTORY 340,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2187,College of Letters & Science,History,HISTORY/ASIAN  341,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2188,College of Letters & Science,History,HISTORY/ASIAN  342,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2189,College of Letters & Science,History,HISTORY 345,3,Sophomore standing. Not open to students with credit for HISTORY 427 or 428.,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2190,College of Letters & Science,History,HISTORY/AFROAMER  347,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2191,College of Letters & Science,History,HISTORY 348,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2192,College of Letters & Science,History,HISTORY 349,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2193,College of Letters & Science,History,HISTORY 350,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2194,College of Letters & Science,History,HISTORY/CHICLA/LACIS/POLI SCI  355,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
2195,College of Letters & Science,History,HISTORY 357,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2196,College of Letters & Science,History,HISTORY 359,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2197,College of Letters & Science,History,HISTORY/ENGL/RELIG ST  360,3,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2198,College of Letters & Science,History,HISTORY/ASIAN  363,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2199,College of Letters & Science,History,HISTORY/INTL ST  366,3,Sophomore standing or 3 credits in HISTORY,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2200,College of Letters & Science,History,HISTORY/POLI SCI  370,3,Sophomore standing or 3 Credits in HISTORY or POLI SCI,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2201,College of Letters & Science,History,HISTORY/INTL ST  375,3,Sophomore standing or 3 credits in HISTORY or INTL ST,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2202,College of Letters & Science,History,HISTORY/GEN&WS  392,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2203,College of Letters & Science,History,HISTORY/AFROAMER  393,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2204,College of Letters & Science,History,HISTORY 400,1,"Declared in the History undergraduate program, Certificate in History, or 6 credits in HISTORY or HIST SCI",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
2205,College of Letters & Science,History,HISTORY 401,3,HISTORY 201 or 3 credits in HISTORY or HIST SCI,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2206,College of Letters & Science,History,HISTORY 403,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
2207,College of Letters & Science,History,HISTORY/RELIG ST  409,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2208,College of Letters & Science,History,HISTORY 410,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2209,College of Letters & Science,History,HISTORY/RELIG ST  411,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
2210,College of Letters & Science,History,HISTORY/ED POL  412,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2211,College of Letters & Science,History,HISTORY 417,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2212,College of Letters & Science,History,HISTORY 418,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2213,College of Letters & Science,History,HISTORY 419,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2214,College of Letters & Science,History,HISTORY 420,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2215,College of Letters & Science,History,HISTORY 424,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2216,College of Letters & Science,History,HISTORY/LEGAL ST  426,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2217,College of Letters & Science,History,HISTORY 427,3,Sophomore standing. Not open to students with credit for HISTORY 345.,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
2218,College of Letters & Science,History,HISTORY 428,3,Sophomore standing. Not open to students with credit for HISTORY 345.,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2219,College of Letters & Science,History,HISTORY/ENVIR ST/LEGAL ST  430,3,Sophomore standing,Gen Ed - Communication Part B Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2220,College of Letters & Science,History,HISTORY/SCAND ST  431,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
2221,College of Letters & Science,History,HISTORY/SCAND ST  432,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2222,College of Letters & Science,History,HISTORY 434,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2223,College of Letters & Science,History,HISTORY/CHICLA  435,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2224,College of Letters & Science,History,HISTORY 450,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2225,College of Letters & Science,History,HISTORY/ASIAN  456,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
2226,College of Letters & Science,History,HISTORY/ASIAN  458,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2227,College of Letters & Science,History,HISTORY/LEGAL ST  459,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2228,College of Letters & Science,History,HISTORY/ENVIR ST/GEOG  460,4,"Sophomore standing or 3 credits in HISTORY, GEOG or ENVIR ST",Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2229,College of Letters & Science,History,HISTORY/ENVIR ST  465,3,"Sophomore standing or 3 credits in HISTORY, GEOG or ENVIR ST",Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2230,College of Letters & Science,History,HISTORY/ECON  466,3,ECON 101 or 111,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2231,College of Letters & Science,History,HISTORY/LEGAL ST  476,3,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
2232,College of Letters & Science,History,HISTORY/LEGAL ST  477,3,"Sophomore standing and (LEGAL ST/HISTORY  261, SOC/LEGAL ST  131, or POLI SCI/LEGAL ST  217), or graduate/professional standing",Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2233,College of Letters & Science,History,HISTORY/ED POL  478,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2234,College of Letters & Science,History,HISTORY 500,3,HISTORY 201 or junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2235,College of Letters & Science,History,HISTORY/HIST SCI/MED HIST  508,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2236,College of Letters & Science,History,HISTORY/LEGAL ST  510,3,"Sophomore standing and (LEGAL ST/HISTORY  261, SOC/LEGAL ST  131, or POLI SCI/LEGAL ST  217), or graduate/professional standing",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2237,College of Letters & Science,History,HISTORY/CURRIC/ED POL/JEWISH  515,3,Junior standing,Gen Ed - Communication Part B Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2238,College of Letters & Science,History,HISTORY/JEWISH  518,3,Junior standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2239,College of Letters & Science,History,HISTORY/GEN&WS  519,3,Sophomore standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
2240,College of Letters & Science,History,HISTORY/JOURN  560,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2241,College of Letters & Science,History,HISTORY/SCAND ST  577,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
2242,College of Letters & Science,History,HISTORY 600,3,HISTORY 201 or HIST SCI 211,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Accelerated Honors (!),"Yes, unlimited number of completions",Fall 2023
2243,College of Letters & Science,History,HISTORY 601,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
2244,College of Letters & Science,History,HISTORY/ED POL  612,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
2245,College of Letters & Science,History,HISTORY/ED POL  622,3,Junior standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
2246,College of Letters & Science,History,HISTORY/AFROAMER  628,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2247,College of Letters & Science,History,HISTORY/ART HIST/JOURN/L I S  650,3,Graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2248,College of Letters & Science,History,HISTORY 680,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),"Yes, unlimited number of completions",Fall 2023
2249,College of Letters & Science,History,HISTORY 681,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
2250,College of Letters & Science,History,HISTORY 682,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
2251,College of Letters & Science,History,HISTORY 690,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2252,College of Letters & Science,History,HISTORY 698,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
2253,College of Letters & Science,History,HISTORY 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
2254,College of Letters & Science,History,HISTORY 700,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2255,College of Letters & Science,History,HISTORY 701,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2256,College of Letters & Science,History,HISTORY 703,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
2257,College of Letters & Science,History,HISTORY 705,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
2258,College of Letters & Science,History,HISTORY 706,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2259,College of Letters & Science,History,HISTORY 707,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2020
2260,College of Letters & Science,History,HISTORY 710,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2261,College of Letters & Science,History,HISTORY/AFROAMER/ED POL  712,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
